name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model,is_luxury,car_age,is_old,km_per_year,is_high_km,price_per_km,price_per_year
Mahindra Bolero B4,2017.0,800000.0,75000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Bolero B4,0,8.0,0,9375.0,1,10.666666666666666,100000.0
Chevrolet Beat Diesel LT Option,2009.0,195000.0,57000.0,Diesel,Dealer,Manual,Second Owner,Chevrolet,Beat Diesel LT Option,0,16.0,1,3562.5,0,3.4210526315789473,12187.5
Renault Duster 85PS Diesel RxE,2013.0,450000.0,73000.0,Diesel,Dealer,Manual,First Owner,Renault,Duster 85PS Diesel RxE,0,12.0,1,6083.333333333333,1,6.164383561643835,37500.0
Maruti Swift Dzire VDI,2016.0,630000.0,65000.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,9.0,0,7222.222222222223,1,9.692307692307692,70000.0
Maruti Swift 1.3 VXi,2009.0,250000.0,62000.0,Petrol,Dealer,Manual,Second Owner,Maruti,Swift 1.3 VXi,0,16.0,1,3875.0,1,4.032258064516129,15625.0
Hyundai Santro GLS I - Euro II,2007.0,135000.0,85000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GLS I - Euro II,0,18.0,1,4722.222222222223,1,1.588235294117647,7500.0
Chevrolet Spark 1.0 PS,2010.0,110000.0,73000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0 PS,0,15.0,1,4866.666666666667,1,1.5068493150684932,7333.333333333333
Maruti Swift ZDi,2012.0,350000.0,55000.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift ZDi,0,13.0,1,4230.7692307692305,0,6.363636363636363,26923.076923076922
Toyota Innova 2.5 V Diesel 8-seater,2009.0,350000.0,350000.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 V Diesel 8-seater,0,16.0,1,21875.0,1,1.0,21875.0
Maruti Swift ZXI Plus,2018.0,600000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI Plus,0,7.0,0,4285.714285714285,0,20.0,85714.28571428571
Maruti Swift Dzire VDI,2018.0,750000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,7.0,0,2857.1428571428573,0,37.5,107142.85714285714
Maruti Alto LXi,2007.0,90000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi,0,18.0,1,5555.555555555556,1,0.9,5000.0
Maruti Wagon R Stingray VXI,2013.0,350000.0,65000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R Stingray VXI,0,12.0,1,5416.666666666667,1,5.384615384615385,29166.666666666668
Ford Figo Diesel Celebration Edition,2013.0,285000.0,90000.0,Diesel,Individual,Manual,Second Owner,Ford,Figo Diesel Celebration Edition,0,12.0,1,7500.0,1,3.1666666666666665,23750.0
Toyota Innova 2.5 E Diesel MS 7-seater,2011.0,665000.0,267000.0,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 E Diesel MS 7-seater,0,14.0,1,19071.428571428572,1,2.4906367041198503,47500.0
Mahindra Scorpio 2.6 CRDe,2005.0,175000.0,250000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio 2.6 CRDe,0,20.0,1,12500.0,1,0.7,8750.0
Mahindra Xylo D2,2011.0,350000.0,140000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Xylo D2,0,14.0,1,10000.0,1,2.5,25000.0
Honda City i-VTEC CVT ZX,2018.0,1225000.0,22000.0,Petrol,Dealer,Automatic,First Owner,Honda,City i-VTEC CVT ZX,0,7.0,0,3142.8571428571427,0,55.68181818181818,175000.0
Honda Jazz Select Edition Active,2010.0,285000.0,60000.0,Petrol,Dealer,Manual,Second Owner,Honda,Jazz Select Edition Active,0,15.0,1,4000.0,0,4.75,19000.0
Honda City i-VTEC VX,2018.0,1000000.0,28635.0,Petrol,Dealer,Manual,First Owner,Honda,City i-VTEC VX,0,7.0,0,4090.714285714286,0,34.922297887200976,142857.14285714287
Honda Amaze VX Diesel BSIV,2018.0,780000.0,60000.0,Diesel,Dealer,Manual,First Owner,Honda,Amaze VX Diesel BSIV,0,7.0,0,8571.42857142857,0,13.0,111428.57142857143
Maruti Celerio VXI,2014.0,300000.0,82000.0,Petrol,Individual,Manual,Second Owner,Maruti,Celerio VXI,0,11.0,1,7454.545454545455,1,3.658536585365854,27272.727272727272
Maruti Swift VXI BSIII,2006.0,160000.0,95149.0,Petrol,Dealer,Manual,Second Owner,Maruti,Swift VXI BSIII,0,19.0,1,5007.8421052631575,1,1.6815731116459447,8421.052631578947
Honda Amaze VX i-VTEC,2018.0,625000.0,68458.0,Petrol,Dealer,Manual,First Owner,Honda,Amaze VX i-VTEC,0,7.0,0,9779.714285714286,1,9.129685354523941,89285.71428571429
Maruti Ritz VXi,2010.0,265000.0,42000.0,Petrol,Individual,Manual,First Owner,Maruti,Ritz VXi,0,15.0,1,2800.0,0,6.309523809523809,17666.666666666668
Maruti Swift Dzire VDI,2016.0,210000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,9.0,0,3333.3333333333335,0,7.0,23333.333333333332
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,940000.0,60000.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater,0,10.0,0,6000.0,0,15.666666666666666,94000.0
Nissan Terrano XV Premium 110 PS,2013.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Nissan,Terrano XV Premium 110 PS,0,12.0,1,6666.666666666667,1,9.375,62500.0
Maruti Swift Dzire VDI,2016.0,610000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,9.0,0,6666.666666666667,0,10.166666666666666,67777.77777777778
Maruti Swift Dzire VDI,2015.0,450000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,10.0,0,5000.0,0,9.0,45000.0
Toyota Etios Liva GD,2012.0,409999.0,60000.0,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD,0,13.0,1,4615.384615384615,0,6.833316666666667,31538.384615384617
Maruti Swift Dzire VDI,2016.0,650000.0,100000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,9.0,0,11111.111111111111,1,6.5,72222.22222222222
Mahindra TUV 300 T8,2017.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T8,0,8.0,0,10000.0,1,8.125,81250.0
Hyundai Getz 1.3 GLS,2010.0,150000.0,105546.0,Diesel,Individual,Manual,First Owner,Hyundai,Getz 1.3 GLS,0,15.0,1,7036.4,1,1.4211812858848274,10000.0
Toyota Etios Liva 1.2 V,2018.0,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Toyota,Etios Liva 1.2 V,0,7.0,0,1428.5714285714287,0,50.0,71428.57142857143
Toyota Innova 2.5 GX 7 STR BSIV,2012.0,1000000.0,80000.0,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 GX 7 STR BSIV,0,13.0,1,6153.846153846154,1,12.5,76923.07692307692
Hyundai i20 Magna Optional 1.2,2013.0,340000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.2,0,12.0,1,2916.6666666666665,0,9.714285714285714,28333.333333333332
Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,1010000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater,0,12.0,1,10000.0,1,8.416666666666666,84166.66666666667
Toyota Etios GD,2011.0,350000.0,120000.0,Diesel,Individual,Manual,Third Owner,Toyota,Etios GD,0,14.0,1,8571.42857142857,1,2.9166666666666665,25000.0
Maruti Swift VDI BSIV,2016.0,595000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV,0,9.0,0,7777.777777777777,1,8.5,66111.11111111111
Mahindra Scorpio VLX 2WD BSIV,2014.0,700000.0,130000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Scorpio VLX 2WD BSIV,0,11.0,1,11818.181818181818,1,5.384615384615385,63636.36363636364
Maruti Alto K10 VXI,2015.0,320000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,Alto K10 VXI,0,10.0,0,6000.0,0,5.333333333333333,32000.0
Honda City 1.5 S MT,2011.0,310000.0,110000.0,Petrol,Individual,Manual,First Owner,Honda,City 1.5 S MT,0,14.0,1,7857.142857142857,1,2.8181818181818183,22142.85714285714
Honda City i DTEC VX,2014.0,700000.0,130000.0,Diesel,Individual,Manual,First Owner,Honda,City i DTEC VX,0,11.0,1,11818.181818181818,1,5.384615384615385,63636.36363636364
Maruti Alto LXi BSIII,2009.0,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII,0,16.0,1,5000.0,1,1.625,8125.0
Maruti Swift Dzire VDi,2009.0,150000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi,0,16.0,1,3750.0,0,2.5,9375.0
Honda Amaze E i-Dtech,2015.0,300000.0,104000.0,Diesel,Individual,Manual,Second Owner,Honda,Amaze E i-Dtech,0,10.0,0,10400.0,1,2.8846153846153846,30000.0
Honda City 1.3 EXI,2003.0,120000.0,132343.0,Petrol,Individual,Manual,First Owner,Honda,City 1.3 EXI,0,22.0,1,6015.590909090909,1,0.9067347725229139,5454.545454545455
Hyundai Creta 1.4 CRDi S Plus,2016.0,950000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Creta 1.4 CRDi S Plus,0,9.0,0,10000.0,1,10.555555555555555,105555.55555555556
Maruti Wagon R VXI BS IV,2007.0,100000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV,0,18.0,1,3333.3333333333335,0,1.6666666666666667,5555.555555555556
Honda Jazz 1.5 SV i DTEC,2015.0,450000.0,76000.0,Diesel,Individual,Manual,First Owner,Honda,Jazz 1.5 SV i DTEC,0,10.0,0,7600.0,1,5.921052631578948,45000.0
Mahindra Renault Logan 1.6 Petrol GLSX,2009.0,200000.0,30000.0,Petrol,Individual,Manual,Second Owner,Mahindra,Renault Logan 1.6 Petrol GLSX,0,16.0,1,1875.0,0,6.666666666666667,12500.0
Tata Indigo LS,2010.0,250000.0,96000.0,Diesel,Individual,Manual,Second Owner,Tata,Indigo LS,0,15.0,1,6400.0,1,2.6041666666666665,16666.666666666668
Mahindra Marazzo M8 8Str,2018.0,1300000.0,10000.0,Diesel,Individual,Manual,First Owner,Mahindra,Marazzo M8 8Str,0,7.0,0,1428.5714285714287,0,130.0,185714.2857142857
Maruti Swift Dzire VDI,2017.0,425000.0,36000.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,8.0,0,4500.0,0,11.805555555555555,53125.0
Maruti Ciaz 1.4 AT Zeta,2017.0,500000.0,60000.0,Petrol,Individual,Automatic,First Owner,Maruti,Ciaz 1.4 AT Zeta,0,8.0,0,7500.0,0,8.333333333333334,62500.0
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,Petrol,Dealer,Manual,First Owner,Maruti,Swift 1.3 VXI ABS,0,10.0,0,2460.0,0,19.308943089430894,47500.0
Maruti Wagon R LXI,2011.0,260000.0,60000.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI,0,14.0,1,4285.714285714285,0,4.333333333333333,18571.428571428572
Maruti Wagon R AMT VXI,2014.0,300000.0,28942.0,Petrol,Dealer,Automatic,First Owner,Maruti,Wagon R AMT VXI,0,11.0,1,2631.090909090909,0,10.365558703614125,27272.727272727272
Mahindra XUV500 W8 2WD,2012.0,711000.0,53600.0,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W8 2WD,0,13.0,1,4123.076923076923,0,13.264925373134329,54692.307692307695
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000.0,53652.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater,0,10.0,0,5365.2,0,15.861477670916276,85100.0
Hyundai Verna SX Diesel,2013.0,550000.0,42324.0,Diesel,Dealer,Manual,Second Owner,Hyundai,Verna SX Diesel,0,12.0,1,3527.0,0,12.994991021642567,45833.333333333336
Mahindra XUV500 W10 1.99 mHawk,2016.0,1044999.0,65000.0,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W10 1.99 mHawk,0,9.0,0,7222.222222222223,1,16.076907692307692,116111.0
Maruti Swift Dzire VDI,2012.0,550000.0,60236.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,13.0,1,4633.538461538462,1,9.130752373995618,42307.692307692305
Maruti Wagon R VXI BS IV,2014.0,210000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV,0,11.0,1,6363.636363636364,1,3.0,19090.909090909092
Maruti Wagon R VXI BS IV,2014.0,210000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV,0,11.0,1,6363.636363636364,1,3.0,19090.909090909092
Fiat Grande Punto EVO 1.3 Active,2014.0,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Fiat,Grande Punto EVO 1.3 Active,0,11.0,1,10909.09090909091,1,2.25,24545.454545454544
Tata New Safari 4X4 EX,2012.0,550000.0,142000.0,Diesel,Individual,Manual,First Owner,Tata,New Safari 4X4 EX,0,13.0,1,10923.076923076924,1,3.8732394366197185,42307.692307692305
Mahindra TUV 300 mHAWK100 T8,2017.0,800000.0,25000.0,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 mHAWK100 T8,0,8.0,0,3125.0,0,32.0,100000.0
Tata Altroz XE,2020.0,500000.0,5000.0,Petrol,Individual,Manual,First Owner,Tata,Altroz XE,0,5.0,0,1000.0,0,100.0,100000.0
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,0,9.0,0,6666.666666666667,0,8.916666666666666,59444.444444444445
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016.0,396000.0,60000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,0,9.0,0,6666.666666666667,0,6.6,44000.0
Honda City i DTEC VX,2014.0,600000.0,50000.0,Diesel,Individual,Manual,First Owner,Honda,City i DTEC VX,0,11.0,1,4545.454545454545,0,12.0,54545.454545454544
Maruti Wagon R ZXI 1.2,2019.0,575000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R ZXI 1.2,0,6.0,0,5000.0,0,19.166666666666668,95833.33333333333
Hyundai Santro Sportz BSIV,2020.0,520000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Sportz BSIV,0,5.0,0,1000.0,0,104.0,104000.0
Mahindra XUV500 AT W10 FWD,2018.0,1400000.0,30000.0,Diesel,Individual,Automatic,First Owner,Mahindra,XUV500 AT W10 FWD,0,7.0,0,4285.714285714285,0,46.666666666666664,200000.0
Maruti Baleno Delta Automatic,2018.0,600000.0,7600.0,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Delta Automatic,0,7.0,0,1085.7142857142858,0,78.94736842105263,85714.28571428571
Chevrolet Beat Diesel LS,2013.0,195000.0,47253.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Beat Diesel LS,0,12.0,1,3937.75,0,4.126722112881722,16250.0
Maruti Alto K10 VXI AGS,2015.0,281000.0,4432.0,Diesel,Dealer,Automatic,Second Owner,Maruti,Alto K10 VXI AGS,0,10.0,0,443.2,0,63.40252707581227,28100.0
Hyundai Grand i10 Sportz,2014.0,400000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz,0,11.0,1,2272.7272727272725,0,16.0,36363.63636363636
Tata Indica Vista Terra 1.4 TDI,2009.0,93000.0,70000.0,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Terra 1.4 TDI,0,16.0,1,4375.0,1,1.3285714285714285,5812.5
Hyundai i20 Active S Petrol,2016.0,560000.0,68523.0,Petrol,Dealer,Manual,First Owner,Hyundai,i20 Active S Petrol,0,9.0,0,7613.666666666667,1,8.172438451322913,62222.22222222222
Hyundai EON 1.0 Era Plus,2019.0,400000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON 1.0 Era Plus,0,6.0,0,833.3333333333334,0,80.0,66666.66666666667
Tata Tigor 1.2 Revotron XT,2018.0,459999.0,40000.0,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XT,0,7.0,0,5714.285714285715,0,11.499975,65714.14285714286
Hyundai Xcent 1.2 CRDi E,2017.0,450000.0,43000.0,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.2 CRDi E,0,8.0,0,5375.0,0,10.465116279069768,56250.0
Maruti Alto Green LXi (CNG),2010.0,88000.0,80251.0,CNG,Dealer,Manual,Second Owner,Maruti,Alto Green LXi (CNG),0,15.0,1,5350.066666666667,1,1.096559544429353,5866.666666666667
Hyundai i20 1.2 Era,2010.0,250000.0,34500.0,Petrol,Individual,Manual,Second Owner,Hyundai,i20 1.2 Era,0,15.0,1,2300.0,0,7.246376811594203,16666.666666666668
Ford Ikon 1.4 ZXi,2000.0,22000.0,42743.0,Petrol,Dealer,Manual,Third Owner,Ford,Ikon 1.4 ZXi,0,25.0,1,1709.72,0,0.5147041620850198,880.0
Chevrolet Beat Diesel LS,2013.0,130000.0,60000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Beat Diesel LS,0,12.0,1,5000.0,0,2.1666666666666665,10833.333333333334
Maruti Zen VXi - BS III,2004.0,79000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Zen VXi - BS III,0,21.0,1,3809.5238095238096,1,0.9875,3761.904761904762
Chevrolet Beat Diesel LS,2012.0,120000.0,110000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Beat Diesel LS,0,13.0,1,8461.538461538461,1,1.0909090909090908,9230.76923076923
Chevrolet Optra Magnum 2.0 LT,2012.0,300000.0,60000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Optra Magnum 2.0 LT,0,13.0,1,4615.384615384615,0,5.0,23076.923076923078
Chevrolet Optra Magnum 2.0 LT,2012.0,300000.0,25000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Optra Magnum 2.0 LT,0,13.0,1,1923.076923076923,0,12.0,23076.923076923078
Maruti A-Star Lxi,2009.0,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,A-Star Lxi,0,16.0,1,1562.5,0,5.8,9062.5
Ford Endeavour 3.2 Titanium AT 4X4,2019.0,3200000.0,20000.0,Diesel,Individual,Automatic,First Owner,Ford,Endeavour 3.2 Titanium AT 4X4,0,6.0,0,3333.3333333333335,0,160.0,533333.3333333334
Chevrolet Spark 1.0 LT,2013.0,240000.0,10000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0 LT,0,12.0,1,833.3333333333334,0,24.0,20000.0
Honda WR-V i-DTEC VX,2018.0,700000.0,30000.0,Diesel,Individual,Manual,First Owner,Honda,WR-V i-DTEC VX,0,7.0,0,4285.714285714285,0,23.333333333333332,100000.0
Hyundai Accent GLX,2010.0,145000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Accent GLX,0,15.0,1,7333.333333333333,1,1.3181818181818181,9666.666666666666
Maruti Ertiga VDI Limited Edition,2014.0,535000.0,80000.0,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga VDI Limited Edition,0,11.0,1,7272.727272727273,1,6.6875,48636.36363636364
Mahindra KUV 100 mFALCON G80 K2 Plus,2016.0,420000.0,21000.0,Petrol,Individual,Manual,First Owner,Mahindra,KUV 100 mFALCON G80 K2 Plus,0,9.0,0,2333.3333333333335,0,20.0,46666.666666666664
Maruti Alto K10 VXI,2016.0,350000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI,0,9.0,0,2222.222222222222,0,17.5,38888.88888888889
Maruti Swift Dzire VDI,2015.0,550000.0,32000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,10.0,0,3200.0,0,17.1875,55000.0
Mitsubishi Montero 3.2 MT,2007.0,750000.0,180000.0,Diesel,Individual,Manual,First Owner,Mitsubishi,Montero 3.2 MT,0,18.0,1,10000.0,1,4.166666666666667,41666.666666666664
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012.0,198000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Aqua 1.3 Quadrajet ABS BSIV,0,13.0,1,5384.615384615385,1,2.8285714285714287,15230.76923076923
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,420000.0,50000.0,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi,0,12.0,1,4166.666666666667,0,8.4,35000.0
Ford Endeavour 4x2 XLT,2004.0,195000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford,Endeavour 4x2 XLT,0,21.0,1,5714.285714285715,1,1.625,9285.714285714286
Maruti Swift Dzire VDI,2012.0,150000.0,55766.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,13.0,1,4289.692307692308,0,2.6898109959473513,11538.461538461539
Nissan Micra XL,2011.0,275000.0,40000.0,Petrol,Individual,Manual,Second Owner,Nissan,Micra XL,0,14.0,1,2857.1428571428573,0,6.875,19642.85714285714
Maruti 800 Std,2001.0,65000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,800 Std,0,24.0,1,2500.0,0,1.0833333333333333,2708.3333333333335
Maruti Swift LXi BSIV,2008.0,200000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift LXi BSIV,0,17.0,1,2941.176470588235,0,4.0,11764.70588235294
Maruti Swift Dzire VDi,2010.0,250000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi,0,15.0,1,7333.333333333333,1,2.272727272727273,16666.666666666668
Tata Indigo CS LX (TDI) BS-III,2015.0,225000.0,68745.0,Diesel,Dealer,Manual,First Owner,Tata,Indigo CS LX (TDI) BS-III,0,10.0,0,6874.5,1,3.2729653065677504,22500.0
Mahindra Bolero Power Plus SLX,2019.0,860000.0,35000.0,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus SLX,0,6.0,0,5833.333333333333,0,24.571428571428573,143333.33333333334
Tata Indica Vista Terra 1.4 TDI,2010.0,100000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Terra 1.4 TDI,0,15.0,1,5333.333333333333,1,1.25,6666.666666666667
Hyundai Santro Xing XL eRLX Euro III,2006.0,100000.0,40000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XL eRLX Euro III,0,19.0,1,2105.2631578947367,0,2.5,5263.1578947368425
Maruti Alto K10 VXI AGS,2017.0,375000.0,27289.0,Diesel,Dealer,Automatic,First Owner,Maruti,Alto K10 VXI AGS,0,8.0,0,3411.125,0,13.741800725567078,46875.0
Tata Tiago XZA AMT,2018.0,525000.0,10980.0,Petrol,Dealer,Automatic,First Owner,Tata,Tiago XZA AMT,0,7.0,0,1568.5714285714287,0,47.814207650273225,75000.0
Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,575000.0,27005.0,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz Option,0,8.0,0,3375.625,0,21.29235326791335,71875.0
Hyundai i10 Magna,2014.0,355000.0,39227.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna,0,11.0,1,3566.090909090909,0,9.049889106992632,32272.727272727272
Maruti Wagon R LXI,2008.0,221000.0,35008.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI,0,17.0,1,2059.294117647059,0,6.312842778793419,13000.0
Maruti Zen VX,2001.0,85000.0,86000.0,Petrol,Individual,Manual,Second Owner,Maruti,Zen VX,0,24.0,1,3583.3333333333335,1,0.9883720930232558,3541.6666666666665
Maruti Swift VDI,2013.0,400000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI,0,12.0,1,4166.666666666667,0,8.0,33333.333333333336
Maruti Baleno Delta 1.3,2017.0,650000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Baleno Delta 1.3,0,8.0,0,2500.0,0,32.5,81250.0
Hyundai i10 Magna 1.2,2010.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna 1.2,0,15.0,1,3333.3333333333335,0,8.0,26666.666666666668
Maruti Omni LPG STD BSIV,2006.0,60000.0,135000.0,LPG,Individual,Manual,Fourth & Above Owner,Maruti,Omni LPG STD BSIV,0,19.0,1,7105.263157894737,1,0.4444444444444444,3157.8947368421054
Maruti Zen D PS,2003.0,110000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti,Zen D PS,0,22.0,1,5454.545454545455,1,0.9166666666666666,5000.0
Fiat Linea 1.3 Multijet Emotion,2015.0,550000.0,113600.0,Diesel,Individual,Manual,First Owner,Fiat,Linea 1.3 Multijet Emotion,0,10.0,0,11360.0,1,4.841549295774648,55000.0
Maruti Swift Dzire VDI,2008.0,190000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,Swift Dzire VDI,0,17.0,1,4117.64705882353,1,2.7142857142857144,11176.470588235294
Ford Aspire Titanium Plus Diesel BSIV,2018.0,861999.0,20000.0,Diesel,Dealer,Manual,First Owner,Ford,Aspire Titanium Plus Diesel BSIV,0,7.0,0,2857.1428571428573,0,43.09995,123142.71428571429
Ford Aspire Titanium Plus BSIV,2018.0,782000.0,14000.0,Petrol,Dealer,Manual,First Owner,Ford,Aspire Titanium Plus BSIV,0,7.0,0,2000.0,0,55.857142857142854,111714.28571428571
Ford Freestyle Titanium Plus Diesel BSIV,2018.0,836000.0,26000.0,Diesel,Dealer,Manual,First Owner,Ford,Freestyle Titanium Plus Diesel BSIV,0,7.0,0,3714.285714285714,0,32.15384615384615,119428.57142857143
Honda City i VTEC V,2016.0,696000.0,138925.0,Petrol,Dealer,Manual,First Owner,Honda,City i VTEC V,0,9.0,0,15436.111111111111,1,5.009897426669066,77333.33333333333
Honda Jazz 1.5 VX i DTEC,2016.0,596000.0,121764.0,Diesel,Dealer,Manual,First Owner,Honda,Jazz 1.5 VX i DTEC,0,9.0,0,13529.333333333334,1,4.894714365493906,66222.22222222222
Honda Jazz 1.2 VX i VTEC,2016.0,612000.0,105429.0,Petrol,Dealer,Manual,First Owner,Honda,Jazz 1.2 VX i VTEC,0,9.0,0,11714.333333333334,1,5.804854451811171,68000.0
Maruti Alto 800 LXI,2015.0,114999.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI,0,10.0,0,3500.0,0,3.285685714285714,11499.9
Maruti Swift ZXI Plus,2020.0,550000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI Plus,0,5.0,0,1000.0,0,110.0,110000.0
Chevrolet Aveo U-VA 1.2 LT,2008.0,114999.0,70000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Aveo U-VA 1.2 LT,0,17.0,1,4117.64705882353,1,1.642842857142857,6764.64705882353
Maruti Wagon R VXI,2000.0,105000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI,0,25.0,1,3200.0,1,1.3125,4200.0
Maruti Vitara Brezza ZDi,2019.0,890000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi,0,6.0,0,3333.3333333333335,0,44.5,148333.33333333334
Hyundai i20 Asta (o),2014.0,525000.0,54000.0,Petrol,Dealer,Manual,Second Owner,Hyundai,i20 Asta (o),0,11.0,1,4909.090909090909,0,9.722222222222221,47727.27272727273
